RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.9067212808580045,0.26424494468692766,0.0,0.18857179510065186,0.6931471805599453,0.6742804700449279,4.225790448355602,3.4160510287931776,1.0986122886681098,1.1085934909171022,1.0986122886681098,1.098607464109944,0.0,0.2632049367457456
0.9257694758286987,0.7465340415378081,0.0,0.6089395961155581,0.6931471805599453,0.5948398587028749,4.227875954846623,3.674447185714468,1.0986122886681098,1.1875621965092598,1.0986122886681098,1.0986083521869519,0.0,0.01997240822289259
0.9444616088408514,0.3271756261832026,0.0,0.0,0.6931471805599453,0.42671016821209173,4.229957121050448,4.206291528738249,1.0986122886681098,1.1546390819234003,1.0986122886681098,1.0986109289853123,0.0,0.0
0.9628107475090479,0.9736468514259919,0.0,0.3287089536719158,0.6931471805599453,0.632257312579618,4.232033964995287,3.952724977789917,1.0986122886681098,1.089815743907577,1.0986122886681098,1.0986099460015268,0.0,0.27402288695678545
0.9808292530117261,0.15149375287271272,0.0,0.0,0.6931471805599453,0.5739286356024913,4.23410650459726,2.196706471771253,1.0986122886681098,0.9409192208909736,1.0986122886681098,1.0986046445776494,0.0,0.6413912017834389
0.9985288301111271,0.24722051927299676,0.0,0.7388896083790242,0.6931471805599453,0.56879536642814,4.236174757661319,5.26614504139452,1.0986122886681098,1.0484119161375813,1.0986122886681098,1.0986065687795958,0.0,0.276408684218342
1.0159205728229963,0.8069096376525855,0.0,0.2836363207898802,0.6931471805599453,0.6664930117710752,4.23823874188217,3.5869545702360135,1.0986122886681098,1.1254817342001162,1.0986122886681098,1.098610002610071,0.0,0.0
1.0330150061822962,0.7223126625080951,0.0,0.0,0.6931471805599453,0.6929746876394536,4.24029847484518,4.971605115510359,1.0986122886681098,1.0953602255554276,1.0986122886681098,1.0986046777245047,0.0,0.28739165283698354
1.0498221244986776,0.06835651315721428,0.0,0.06517980620463745,0.6931471805599453,0.6146114080901023,4.242353974027276,3.0998903797934143,1.0986122886681098,1.044510744697771,1.0986122886681098,1.0986035446734073,0.0,2.5686195898769513
1.0663514264498883,0.3491384894388442,0.0,0.0,0.6931471805599453,0.7066190086776748,4.244405256797834,1.5272961731749273,1.0986122886681098,1.150214301052123,1.0986122886681098,1.0986039683072135,0.0,0.0
1.0826119473216684,0.6019641141477503,0.0,0.0,0.6931471805599453,0.7273512809211711,4.246452340419559,1.9535717040361158,1.0986122886681098,1.0157596840935619,1.0986122886681098,1.0986089309231668,0.0,0.2136058452944256
1.0986122886681098,0.0,0.0,0.32956723228996077,0.6931471805599453,0.7470089150978223,4.248495242049359,3.4234223967935007,1.0986122886681098,1.13216127246226,1.0986122886681098,1.0986102862931633,0.0,0.21130958307168896
